candidate_rank,paper_id,title,doi,year,journal,s2_is_open_access,oa_pdf_url,status,filename,sha256,bytes,error,openalex_status,openalex_error
164,,A Novel Soft-Magnetic B2-Based Multiprincipal-Element Alloy with a Uniform Distribution of Coherent Body-Centered-Cubic Nanoprecipitates,10.1002/adma.202006723,2021,Advanced Materials,True,https://pure.mpg.de/pubman/item/item_3290845_3/component/file_3290846/adma202006723-sup-0001-suppmat.pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pure.mpg.de/pubman/item/item_3290845_3/component/file_3290846/adma202006723-sup-0001-suppmat.pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202006723
165,136,"Features of structure, magnetic state and electrodynamic performance of SrFe12−xInxO19",10.1038/s41598-021-97684-8,2021,Scientific Reports,True,https://www.nature.com/articles/s41598-021-97684-8.pdf,DOWNLOADED,"136-Features of structure, magnetic state and electrodynamic performance of SrFe12−xInxO19.pdf",34e23f8aa7b7703089cc3cb36c71bfccd65b39b5578cafb128cb0b198a6abbf3,2126127,,,
166,,Itinerant ferromagnetism in van der Waals Fe5-xGeTe2 crystals above room temperature,10.1103/physrevb.102.064417,2020,Physical Review B,True,http://link.aps.org/pdf/10.1103/PhysRevB.102.064417,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://link.aps.org/pdf/10.1103/PhysRevB.102.064417,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://link.aps.org/pdf/10.1103/PhysRevB.102.064417
167,137,"Li/Mn co-doped K0.5Bi4.5Ti4O15 high-temperature piezoelectric ceramics: Structures, properties, and ultrasonic transducer applications",10.26599/jac.2026.9221277,2026,Journal of Advanced Ceramics,True,https://www.sciopen.com/local/article_pdf/10.26599/JAC.2026.9221277.pdf,DOWNLOADED,"137-Li Mn co-doped K0.5Bi4.5Ti4O15 high-temperature piezoelectric ceramics Structures, properties, and ultras.pdf",cf6f9539493587a122d1b3767ee3e6afcfad47a97a2d4f32a264770496bfaf62,4737100,,,
168,138,Superior lead-free piezoceramics for wearable multimodal ultrasound imaging arrays,10.1038/s41467-025-66913-3,2026,Nature Communications,True,https://www.nature.com/articles/s41467-025-66913-3_reference.pdf,DOWNLOADED,138-Superior lead-free piezoceramics for wearable multimodal ultrasound imaging arrays.pdf,0dd6c69b732a756c8f3aae5fff8dc8b09442b30b457b623730a3787060337b1c,3261261,,,
169,139,Ultrahigh energy storage density and efficiency in AgNbO3-based ceramics by percolating interaction between antipolar regions and defect pairs,10.1038/s41467-026-68297-4,2026,Nature Communications,True,https://www.nature.com/articles/s41467-026-68297-4_reference.pdf,DOWNLOADED,139-Ultrahigh energy storage density and efficiency in AgNbO3-based ceramics by percolating interaction betwe.pdf,23dae5c400b69a05c444ef407a4430f3c40d2d24b080de4c023d9835f5557bec,9474208,,,
170,,Optimizing magnetocaloric properties in rare-earth doped La0.8Sr0.2MnO3 ceramics: unveiling the synergy of lattice distortion and electronic structure,10.1016/j.cjph.2025.11.012,2026,Chinese Journal of Physics,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
171,,Tuning magnetocaloric properties in La0.8-xGdxSr0.2MnO3 ceramics by Gd3+doping: A combined study via first-principles calculations and sol-gel synthesis,10.1016/j.ceramint.2026.02.318,2026,Ceramics International,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
172,,Cobalt Concentration-Dependent Structural and Magnetic Transitions in Nanocrystalline Ni0.9−xZn0.1CoxFe2O4 Ferrites,10.1007/s10909-025-03299-y,2025,Journal of Low Temperature Physics,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
173,,"Efficient development of ultra-low-grade iron ore by hydrogen-based mineral phase transformation: Magnetic transition, phase transformation, and microstructure evolution",10.1016/j.ijhydene.2024.11.469,2025,International Journal of Hydrogen Energy,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
174,,Relationships between structure and properties in commercial lead zirconate titanate (PZT) piezoceramics,10.1016/j.jmat.2025.101052,2025,Journal of Materiomics,True,https://doi.org/10.1016/j.jmat.2025.101052,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
175,,Dual Cross-Linked Magnetic MXene Aerogel with High Strength and Durability Enables Multifunctionality,10.1002/adfm.202401687,2024,Advanced Functional Materials,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
176,,Investigation of the structural and magnetic properties of the GdCoC compound featuring excellent cryogenic magnetocaloric performance,10.1016/j.actamat.2024.120128,2024,Acta Materialia,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
177,,"First principle study of physical aspects and hydrogen storage capacity of magnesium-based double perovskite hydrides Mg2XH6 (X = Cr, Mn)",10.1016/j.ijhydene.2024.11.112,2024,International Journal of Hydrogen Energy,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
178,,Organic-Inorganic Hybrid Ferroelectric and Antiferroelectric with Afterglow Emission,10.1002/anie.202319650,2024,Angewandte Chemie International Edition,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
179,,Peptide programming of supramolecular vinylidene fluoride ferroelectric phases,10.1038/s41586-024-08041-4,2024,Nature,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
180,,Inverse Magnetocaloric Effect in Altermagnetic 2D Non-van der Waals FeX (X = S and Se) Semiconductors,10.1002/adfm.202402080,2024,Advanced Functional Materials,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202402080
181,,"Structural, dielectric and magnetic study of double perovskite La2CoMnO6",10.1016/j.physb.2023.415473,2024,Physica B Condensed Matter,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
182,,Enhanced piezoelectric performance of Cr/Ta non-equivalent co-doped Bi4Ti3O12-based high-temperature piezoceramics,10.26599/jac.2024.9220850,2024,Journal of Advanced Ceramics,True,https://file.sciopen.com/sciopen_public/1742007283507384322.pdf,DOWNLOAD_FAILED,,,0,HTTPError: 404 Client Error: Not Found for url: https://www.sciopen.com/article_pdf/1742007283507384322.pdf,NO_WORKING_PDF,HTTPError: 404 Client Error: Not Found for url: https://www.sciopen.com/article_pdf/1742007283507384322.pdf
183,140,Quantum microscopy with van der Waals heterostructures,10.1038/s41567-022-01815-5,2023,Nature Physics,True,https://arxiv.org/pdf/2112.03488,DOWNLOADED,140-Quantum microscopy with van der Waals heterostructures.pdf,0fb8e6181f85abeb3bdaf591251b1ec600948df257a3f6e8f5429fdbec2c4895,2120540,,,
184,141,Room temperature energy-efficient spin-orbit torque switching in two-dimensional van der Waals Fe3GeTe2 induced by topological insulators,10.1038/s41467-023-40714-y,2023,Nature Communications,True,https://www.nature.com/articles/s41467-023-40714-y.pdf,DOWNLOADED,141-Room temperature energy-efficient spin-orbit torque switching in two-dimensional van der Waals Fe3GeTe2 i.pdf,3c5a29b93f33e05db9add615d0b504496c9f1a5839ddf7bdc981dc9d03a40432,2120564,,,
185,142,Photo-induced high-temperature ferromagnetism in YTiO3,10.1038/s41586-023-05853-8,2023,Nature,True,https://www.nature.com/articles/s41586-023-05853-8.pdf,DOWNLOADED,142-Photo-induced high-temperature ferromagnetism in YTiO3.pdf,2b2255f6a4171a65e0995aaa7ceecd97d06b1587f2a0adabebb9522141942024,13151935,,,
186,,Designing magnetocaloric materials for hydrogen liquefaction with light rare-earth Laves phases,10.1088/2515-7655/accb0b,2023,Jphys Energy,True,https://iopscience.iop.org/article/10.1088/2515-7655/accb0b/pdf,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,ValueError: response is not a PDF
187,,Tunable magnetic phase transition and magnetocaloric effect in the rare-earth-free Al-Mn-Fe-Co-Cr high-entropy alloys,10.1016/j.matdes.2023.111894,2023,Materials and Design,True,https://doi.org/10.1016/j.matdes.2023.111894,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
188,143,Wide field imaging of van der Waals ferromagnet Fe3GeTe2 by spin defects in hexagonal boron nitride,10.1038/s41467-022-33016-2,2022,Nature Communications,True,https://www.nature.com/articles/s41467-022-33016-2.pdf,DOWNLOADED,143-Wide field imaging of van der Waals ferromagnet Fe3GeTe2 by spin defects in hexagonal boron nitride.pdf,c5f72d7bc6c85ba72ef03baf2f083944955c474aca12d20d3952709c831337a5,1763643,,,
189,,Phase transformations in an Aurivillius layer structured ferroelectric designed using the high entropy concept,10.1016/j.actamat.2022.117815,2022,Acta Materialia,True,https://qmro.qmul.ac.uk/xmlui/handle/123456789/77568,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
190,,High-TC Two-Dimensional Ferroelectric CuCrS2 Grown via Chemical Vapor Deposition,10.1021/acsnano.2c01470,2022,ACS Nano,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
191,144,High Entropy Oxide Relaxor Ferroelectrics,10.1021/acsami.2c00340,2022,ACS Applied Materials and Interfaces,True,https://arxiv.org/pdf/2106.00868,DOWNLOADED,144-High Entropy Oxide Relaxor Ferroelectrics.pdf,ad550533f0c0118ba44ffe315f8d84787ff0b567a8ba92c7da2dc1fff4e48fa5,1454972,,,
192,,The second-order magnetic phase transition and magnetocaloric effect in all-d-metal NiCoMnTi-based Heusler alloys,10.1016/j.jallcom.2022.164337,2022,Journal of Alloys and Compounds,True,https://www.sciencedirect.com/science/article/pii/S0925838822007289/pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0925838822007289/pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0925838822007289/pdf
193,145,Optimized strain performance in <001>-textured Bi0.5Na0.5TiO3-based ceramics with ergodic relaxor state and core—shell microstructure,10.1007/s40145-022-0628-9,2022,Journal of Advanced Ceramics,True,https://link.springer.com/content/pdf/10.1007/s40145-022-0628-9.pdf,DOWNLOADED,145-Optimized strain performance in 001 -textured Bi0.5Na0.5TiO3-based ceramics with ergodic relaxor state an.pdf,391d909ad789e17a662cc1dbb33922a172f11de5ff83ce11c8dc489baa876a3c,2547055,,,
194,146,Superflexible and Lead-Free Piezoelectric Nanogenerator as a Highly Sensitive Self-Powered Sensor for Human Motion Monitoring,10.1007/s40820-021-00649-9,2021,Nano Micro Letters,True,https://link.springer.com/content/pdf/10.1007/s40820-021-00649-9.pdf,DOWNLOADED,146-Superflexible and Lead-Free Piezoelectric Nanogenerator as a Highly Sensitive Self-Powered Sensor for Hum.pdf,8383c825201f1d5303f6cc654dcd5970e028caf80eafd36403bd2e6166cbf6a1,1878274,,,
195,147,Strong intrinsic room-temperature ferromagnetism in freestanding non-van der Waals ultrathin 2D crystals,10.1038/s41467-021-26009-0,2021,Nature Communications,True,https://www.nature.com/articles/s41467-021-26009-0.pdf,DOWNLOADED,147-Strong intrinsic room-temperature ferromagnetism in freestanding non-van der Waals ultrathin 2D crystals.pdf,28626fe015201ddcbbc82b2fe220824764375878df436853db5644fe2c99da6d,2893664,,,
196,,"Magnetic, elastic, dielectric, microwave absorption and optical characterization of cobalt-substituted nickel spinel ferrites",10.1016/j.mseb.2020.114513,2020,Materials Science and Engineering B,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
197,148,Biquadratic exchange interactions in two-dimensional magnets,10.1038/s41524-020-00416-1,2020,Npj Computational Materials,True,https://www.nature.com/articles/s41524-020-00416-1.pdf,DOWNLOADED,148-Biquadratic exchange interactions in two-dimensional magnets.pdf,8689e12db4f6202e65d720eea128d6291c2315cf5ad65b8f3fcb4e6b8f79af76,4404768,,,
198,184,Practical high-performance lead-free piezoelectrics: Structural flexibility beyond utilizing multiphase coexistence,10.1093/nsr/nwz167,2020,National Science Review,True,https://publikationen.bibliothek.kit.edu/1000119588/78281530,DOWNLOADED_OPENALEX,184-Practical high-performance lead-free piezoelectrics Structural flexibility beyond utilizing multiphase co.pdf,971d29a2ecf6297181319ac1080bfc43c40894980c6b10c3358501619a47a28f,3824459,,,
199,149,Quantum transport evidence of Weyl fermions in an epitaxial ferromagnetic oxide,10.1038/s41467-020-18646-8,2020,Nature Communications,True,https://www.nature.com/articles/s41467-020-18646-8.pdf,DOWNLOADED,149-Quantum transport evidence of Weyl fermions in an epitaxial ferromagnetic oxide.pdf,0b6129d59ae4e82f7ff5298d4707475918b5584a88d162b948061a3021b21a4e,1760014,,,
200,,"Spin exchange, electronic correlation, and thermoelectric transport in Rb2GeMBr6(M = V, Mn, Ni) halide double perovskites from first principles calculations",10.1039/d5tc01842k,2026,Journal of Materials Chemistry C,False,,NO_OA_PDF,,,0,,NO_WORKING_PDF,
1,185,Re-entrant relaxor ferroelectric behaviour in Nb-doped BiFeO3-BaTiO3 ceramics,10.1039/d2tc04702k,2023,Journal of Materials Chemistry C,True,https://shura.shu.ac.uk/31326/1/D2TC04702K.pdf,DOWNLOADED_OPENALEX,185-Re-entrant relaxor ferroelectric behaviour in Nb-doped BiFeO3-BaTiO3 ceramics.pdf,053cdf540e6e8dca5c960debf7f2a739d0df84e399d5c32f559d687d2828c7fc,3292986,,,
2,,A nickel(ii)-based one-dimensional organic-inorganic halide perovskite ferroelectric with the highest Curie temperature,10.1039/d2sc05857j,2023,Chemical Science,True,https://pubs.rsc.org/en/content/articlepdf/2023/sc/d2sc05857j,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2023/sc/d2sc05857j,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2023/sc/d2sc05857j | HTTPError: 403 Client Error: Forbidden for url: https://pmc.ncbi.nlm.nih.gov/articles/PMC9930933/pdf/SC-014-D2SC05857J.pdf
3,,The effect of Ba/Sr ratio on the Curie temperature for ferroelectric barium strontium titanate ceramics,10.1142/s2010135x20500216,2020,Journal of Advanced Dielectrics,True,https://doi.org/10.1142/s2010135x20500216,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.worldscientific.com/doi/abs/10.1142/S2010135X20500216,NO_WORKING_PDF,
4,,"Increase of Curie point of BaTiO3 ceramics by stoichiometry, point defects and doping processing",10.1142/s2010135x24500127,2025,Journal of Advanced Dielectrics,True,https://doi.org/10.1142/s2010135x24500127,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.worldscientific.com/doi/10.1142/S2010135X24500127,NO_WORKING_PDF,
5,,Effect of phase structure on the electrical properties of BiFeO3–BaTiO3-based ferroelectric ceramics,10.1142/s2010135x25500134,2025,Journal of Advanced Dielectrics,True,https://doi.org/10.1142/s2010135x25500134,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.worldscientific.com/doi/10.1142/S2010135X25500134,NO_WORKING_PDF,
6,,Susceptible Antiferroelectric/Ferroelectric Transitions in Silver Niobate-Based Ceramics Induced by Manual Mechanical Processing,10.1021/acs.inorgchem.5c03344,2026,Inorganic Chemistry,True,https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.5c03344?ref=article_openPDF,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.5c03344?ref=article_openPDF,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.inorgchem.5c03344?ref=article_openPDF | HTTPError: 503 Server Error: Service Unavailable for url: https://openresearch-repository.anu.edu.au/bitstreams/142bf262-5997-463a-9c70-b7243e7d0e21/download
7,,Research on Improving Energy Storage Density and Efficiency of Dielectric Ceramic Ferroelectric Materials Based on BaTiO3 Doping with Multiple Elements,10.3390/jcs7060233,2023,Journal of Composites Science,True,https://www.mdpi.com/2504-477X/7/6/233/pdf?version=1686020161,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2504-477X/7/6/233/pdf?version=1686020161,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.mdpi.com/2504-477X/7/6/233/pdf?version=1686020161
8,,"A multifunctional molecular ferroelectric with chiral features, a high Curie temperature, large spontaneous polarization and photoluminescence: (C9H14N)2CdBr4",10.1039/d1sc03964d,2021,Chemical Science,True,https://pubs.rsc.org/en/content/articlepdf/2021/sc/d1sc03964d,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2021/sc/d1sc03964d,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2021/sc/d1sc03964d
9,150,Intrinsic ferroelectric elastomers with ultrahigh Curie temperature and fast polarization switching,10.1038/s41467-025-64263-8,2025,Nature Communications,True,https://www.nature.com/articles/s41467-025-64263-8.pdf,DOWNLOADED,150-Intrinsic ferroelectric elastomers with ultrahigh Curie temperature and fast polarization switching.pdf,2ffb65109290df295b50f9310901cbb1e8d69ca110cd24279fe280edfb954e0c,1754930,,,
10,,Enhancement of Piezoelectricity by Novel Poling Method of the Rare-Earth Modified BiFeO3–BaTiO3 Lead-Free Ceramics,10.1002/aelm.202201210,2023,Advanced Electronic Materials,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202201210,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202201210,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202201210
11,,Deciphering the leakage conduction mechanism of BiFeO3–BaTiO3 lead-free piezoelectric ceramics,10.26599/jac.2023.9220792,2023,Journal of Advanced Ceramics,True,https://file.sciopen.com/sciopen_public/1685833649915248641.pdf,DOWNLOAD_FAILED,,,0,HTTPError: 404 Client Error: Not Found for url: https://www.sciopen.com/article_pdf/1685833649915248641.pdf,NO_WORKING_PDF,HTTPError: 404 Client Error: Not Found for url: https://www.sciopen.com/article_pdf/1685833649915248641.pdf
12,,An organic plastic ferroelectric with high Curie point,10.1039/d1sc06781h,2022,Chemical Science,True,https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc06781h,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc06781h,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://pubs.rsc.org/en/content/articlepdf/2022/sc/d1sc06781h
13,,Phase diagram for Bi-site La-doped BiFeO3[sbnd]BaTiO3 lead-free piezoelectric ceramics,10.1016/j.jmat.2020.07.001,2021,Journal of Materiomics,True,https://www.sciencedirect.com/science/article/pii/S2352847820302033/pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S2352847820302033/pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S2352847820302033/pdf
14,,Thickness- And orientation- dependences of Curie temperature in ferroelectric epitaxial y doped HfO2 films,10.35848/1347-4065/ab6d84,2020,Japanese Journal of Applied Physics,True,https://iopscience.iop.org/article/10.35848/1347-4065/ab6d84/pdf,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,ValueError: response is not a PDF
15,,Hard piezoelectric properties of lead-free BiFeO3–BaTiO3 ceramics,10.1111/jace.19439,2024,Journal of the American Ceramic Society,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jace.19439,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jace.19439,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jace.19439
16,,Enhanced piezoelectric properties and thermal stability of Bi0.5Na0.5TiO3 modified BiFeO3–BaTiO3 ceramics with morphotropic phase boundary,10.1016/j.jmat.2023.01.001,2023,Journal of Materiomics,True,https://doi.org/10.1016/j.jmat.2023.01.001,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
17,,Phase and domain engineering strategy for enhancement of piezoelectricity in the lead-free BiFeO3-BaTiO3 ceramics,10.1016/j.jmat.2023.02.015,2023,Journal of Materiomics,True,https://doi.org/10.1016/j.jmat.2023.02.015,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
18,,Investigation of lead-free BiFeO3-BaTiO3 piezoelectric ceramics through precise composition control,10.1142/s2010135x23500182,2023,Journal of Advanced Dielectrics,True,https://doi.org/10.1142/s2010135x23500182,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.worldscientific.com/doi/10.1142/S2010135X23500182,NO_WORKING_PDF,
19,,Non-equimolar bismuth-layered [CaxSr(1–x)/3Ba(1–x)/3Pb(1–x)/3]Bi4Ti4O15 high-entropy ceramics with high curie temperature,10.1016/j.jmat.2024.100945,2025,Journal of Materiomics,True,https://doi.org/10.1016/j.jmat.2024.100945,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
20,,High-piezoelectric lead-free BiFeO3[sbnd]BaTiO3 ceramics with enhanced temperature stability and mechanical properties,10.1016/j.jmat.2024.100937,2025,Journal of Materiomics,True,https://doi.org/10.1016/j.jmat.2024.100937,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
21,,Tuning the electrical conductivity and Maxwell-Wagner relaxation in BiFeO3–BaTiO3 piezoceramics,10.1016/j.jeurceramsoc.2024.04.046,2024,Journal of the European Ceramic Society,True,https://doi.org/10.1016/j.jeurceramsoc.2024.04.046,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
22,,Solid solutions of lithium niobate and lithium tantalate: crystal growth and the ferroelectric transition,10.1080/00150193.2023.2189842,2023,Ferroelectrics,True,https://www.tandfonline.com/doi/pdf/10.1080/00150193.2023.2189842?needAccess=true&role=button,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/00150193.2023.2189842?needAccess=true&role=button,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.tandfonline.com/doi/pdf/10.1080/00150193.2023.2189842?needAccess=true&role=button
23,151,The classical-to-quantum crossover in the strain-induced ferroelectric transition in SrTiO3 membranes,10.1038/s41467-025-59517-4,2025,Nature Communications,True,https://www.nature.com/articles/s41467-025-59517-4.pdf,DOWNLOADED,151-The classical-to-quantum crossover in the strain-induced ferroelectric transition in SrTiO3 membranes.pdf,b854f8b93560991aa22a29c28542567653b85ad67aded46aebb5ce264e702ba2,1663704,,,
24,152,Unlocking the phase evolution of the hidden non-polar to ferroelectric transition in HfO2-based bulk crystals,10.1038/s41467-025-59018-4,2025,Nature Communications,True,https://www.nature.com/articles/s41467-025-59018-4.pdf,DOWNLOADED,152-Unlocking the phase evolution of the hidden non-polar to ferroelectric transition in HfO2-based bulk crys.pdf,d0585ca6c2ba541601fc573688371c36e48bd73e066243f9a4a40f23e1396487,4065354,,,
25,,Mesoscale mechanisms of the diffuse dielectric behaviour and retention of the polar nano-regions in the polycrystalline ferroelectric BaTiO3,10.1016/j.jmat.2025.101014,2025,Journal of Materiomics,True,https://doi.org/10.1016/j.jmat.2025.101014,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
26,,"High dielectric constant and low temperature ferroelectric-phase-transition in Ca, Pb co-doped BiFeO3",10.1016/j.rinp.2020.103623,2021,Results in Physics,True,https://www.sciencedirect.com/science/article/pii/S221137972032057X/pdf,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S221137972032057X/pdf,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S221137972032057X/pdf
27,,High-Precision Delineation of Curie Point Depth Under Remanent Magnetization Using Physics-Informed Neural Networks,10.1029/2025gl120275,2026,Geophysical Research Letters,True,https://doi.org/10.1029/2025gl120275,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2025GL120275,NO_WORKING_PDF,
28,186,Enhancement of Curie temperature in ferromagnetic insulator-topological insulator heterostructures,10.1088/1361-6633/ae3982,2026,Reports on Progress in Physics,True,https://arxiv.org/pdf/2510.20712,DOWNLOADED_OPENALEX,186-Enhancement of Curie temperature in ferromagnetic insulator-topological insulator heterostructures.pdf,08d19990e392d6edfdb033cde94d15bf91ca9cc591eb0195dc105f14c1d140d2,974468,,,
29,,"Investigations on stability, Gilbert damping, electronic and magnetic properties along with Curie temperature for quaternary Heusler alloys CrTiCoZ",10.1016/j.rinp.2024.107512,2024,Results in Physics,True,https://doi.org/10.1016/j.rinp.2024.107512,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
30,,"Electronic phase transition, perpendicular magnetic anisotropy and high Curie temperature in Janus FeClF",10.1088/2053-1583/ace5bb,2023,2d Materials,True,https://doi.org/10.1088/2053-1583/ace5bb,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
31,153,Temperature dependence of dielectric nonlinearity of BaTiO3 ceramics,10.20517/microstructures.2023.43,2023,Microstructures,True,https://f.oaecdn.com/xmlpdf/b445450e-2820-49dc-9f49-e2160512b0c5/microstructures3043.pdf,DOWNLOADED,153-Temperature dependence of dielectric nonlinearity of BaTiO3 ceramics.pdf,534c7495a6c62041a5cefca9165c135d7549aeb4530a5d79d4b172737b41f1d9,15686736,,,
32,,Controllable synthesis of two-dimensional magnetic FeS nanoplates with high Curie temperature and unique magnetotransport properties,10.1016/j.nantod.2023.101794,2023,Nano Today,True,https://doi.org/10.1016/j.nantod.2023.101794,DOWNLOAD_FAILED,,,0,ValueError: response is not a PDF,NO_WORKING_PDF,
33,187,Large-Area Synthesis of Ferromagnetic Fe5−xGeTe2/Graphene van der Waals Heterostructures with Curie Temperature above Room Temperature,10.1002/smll.202302387,2023,Small,True,https://hal.science/hal-04592803v1/document,DOWNLOADED_OPENALEX,187-Large-Area Synthesis of Ferromagnetic Fe5−xGeTe2 Graphene van der Waals Heterostructures with Curie Tempe.pdf,5a050622d2c4a2600b24c98a84bda85054feb7ff8b7c959c9850deaae3ba0944,2497434,,,
34,,Molecularly Thin BaTiO3 Nanosheets with Stable Ferroelectric Response,10.1002/aelm.202201239,2023,Advanced Electronic Materials,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202201239,DOWNLOAD_FAILED,,,0,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202201239,NO_WORKING_PDF,HTTPError: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aelm.202201239
35,154,Nanomechanical probing and strain tuning of the Curie temperature in suspended Cr2Ge2Te6-based heterostructures,10.1038/s41699-022-00315-7,2022,Npj 2d Materials and Applications,True,https://www.nature.com/articles/s41699-022-00315-7.pdf,DOWNLOADED,154-Nanomechanical probing and strain tuning of the Curie temperature in suspended Cr2Ge2Te6-based heterostru.pdf,6a9bec58590a5ea04deae8f1cb8c5580a3f1d91f1b0e8c951bfcb91d44d4ef53,7658252,,,
